MESANO,DESCRIÇÃO,PREÇO UNIT,QUANTIDADE
2018-11-01,PRESUNTO COZIDO MAGRO FATIADO,"20,00","1,50"
2018-11-01,AGUA MINERAL,"6,30","60,00"
2018-11-01,SUCO DE FRUTAS NATURAL 1L,"4,70","15,00"
2018-11-01,MUSSARELA FATIADA.,"22,00","2,00"
2018-11-01,PRESUNTO COZIDO MAGRO FATIADO,"20,00","2,00"
2018-11-01,PAO TIPO INTEGRAL.,"4,98","6,00"
2018-11-01,SUCO DE FRUTAS NATURAL 1L,"4,70","10,00"
2018-11-01,MUSSARELA FATIADA.,"22,00","1,50"
2018-11-01,LEITE EMBALAGEM LONGA VIDA.,"2,89","6,00"
2018-11-01,PRESUNTO COZIDO MAGRO FATIADO,"20,00","1,50"
2018-12-01,COPO DESCARTAVEL AGUA,"3,91","100,00"
2018-12-01,TUBO PVC 100MM ESGOTO,"39,00","5,00"
2018-12-01,CAL REBOCO HIDRATADO (SC.15 KG,"8,60","2,00"
2018-12-01,TE DE 100MM P/ ESGOTO,"8,50","1,00"
2018-12-01,CARGA OXIGENIO 10M3,"195,00","2,00"
2018-12-01,CARGA OXIGENIO 01M3,"75,00","2,00"
2018-12-01,GASOLINA COMUM OU ADITIVADA,"4,50","2.116,87"
2018-12-01,DIESEL S-10 COMUM,"3,47","535,61"
2018-12-01,GASOLINA COMUM OU ADITIVADA,"4,50","35,53"
2018-12-01,SUCO DE FRUTAS NATURAL 1L,"4,70","12,00"
2018-12-01,MUSSARELA FATIADA.,"22,00","2,00"
2018-12-01,LEITE EMBALAGEM LONGA VIDA.,"2,89","6,00"
2018-12-01,PRESUNTO COZIDO MAGRO FATIADO,"20,00","2,00"
2018-12-01,MOCHO A GAS,"296,65","1,00"
2018-12-01,DESTILADOR DE AGUA,"849,10","1,00"
2018-12-01,CAMARA ESCURA P/REVELACAO,"298,00","1,00"
2018-12-01,FOTOPOLIMERIZADOR DE RESINA,"1.900,00","1,00"
2018-12-01,AUTOCLAVE.,"6.722,00","1,00"
2018-12-01,GASOLINA COMUM OU ADITIVADA,"4,50","35,38"
2018-12-01,GASOLINA COMUM OU ADITIVADA,"4,50","582,07"
2018-12-01,DIESEL S-10 COMUM,"3,47","126,68"
2018-12-01,DIESEL S-10 COMUM,"3,47","113,91"
2018-12-01,SUCO DE FRUTAS NATURAL 1L,"4,70","24,00"
2018-12-01,MUSSARELA FATIADA.,"22,00","5,00"
2018-12-01,LEITE EMBALAGEM LONGA VIDA.,"2,89","16,00"
2018-12-01,PRESUNTO COZIDO MAGRO FATIADO,"20,00","5,00"
2018-12-01,SUCO DE FRUTAS NATURAL 1L,"4,70","12,00"
2018-12-01,MUSSARELA FATIADA.,"22,00","2,00"
2018-12-01,PRESUNTO COZIDO MAGRO FATIADO,"20,00","2,00"
2018-12-01,AGUA MINERAL S/ GAS 500 ML(FR),"0,99","30,00"
2018-12-01,TINTA ACRILICA 18LT. INTERIOR,"200,00","5,00"
2018-12-01,"TINTA ESMALTE METALICA 3,6 L","84,50","3,00"
2018-12-01,ROLO ESPUMA P/ PINTURA 15CM,"4,00","3,00"
2018-12-01,SOLVENTE P/ TINTA 900ML,"8,00","3,00"
2018-12-01,CARGA OXIGENIO 10M3,"195,00","2,00"
2018-12-01,GASOLINA COMUM OU ADITIVADA,"4,27","1.922,98"
2018-12-01,DIESEL S-10 COMUM,"3,17","559,20"
2019-01-01,CAFE EM PO.,"7,85","60,00"
2019-01-01,GASOLINA COMUM OU ADITIVADA,"4,27","145,88"
2019-01-01,CARGA OXIGENIO 10M3,"195,00","4,00"
2019-01-01,CALHA GALVANIZADA,"35,00","40,00"
2019-01-01,SUCO DE FRUTAS NATURAL 1L,"4,70","15,00"
2019-01-01,PAO FRANCES.,"9,00","4,00"
2019-01-01,ROSCA TIPO RAINHA..,"6,80","6,00"
2019-01-01,032/ 905409/B JG CABO DE VELA,"122,46","1,00"
2019-01-01,101/ 905622 JG. VELA,"81,55","1,00"
2019-01-01,CARGA OXIGENIO 10M3,"195,00","1,00"
2019-01-01,SUCO DE FRUTAS NATURAL 1L,"4,70","8,00"
2019-01-01,PAO TIPO INTEGRAL.,"4,98","6,00"
2019-01-01,RECEITUARIO MEDICO,"2,39","300,00"
2019-01-01,ACUCAR CRISTAL PT,"8,45","24,00"
2019-02-01,AGUA MINERAL,"6,30","40,00"
2019-02-01,ALCOOL ETILICO.,"4,35","48,00"
2019-02-01,SACO PARA LIXO 100LT.,"53,80","10,00"
2019-02-01,LIMPADOR INSTANTANEO.,"1,60","48,00"
2019-02-01,VASSOURA DE NYLON.,"15,00","4,00"
2019-02-01,SABONETE LIQUIDO.,"12,75","4,00"
2019-02-01,RODO DE MADEIRA,"3,50","4,00"
2019-02-01,INSETICIDA SPRAY.,"5,40","12,00"
2019-02-01,LUVA DE LATEX MEDIA.,"1,85","20,00"
2019-02-01,LUVA DE LATEX GRANDE.,"1,85","40,00"
2019-02-01,DETERGENTE LIQUIDO 500ML,"1,31","48,00"
2019-02-01,AGUA SANITARIA FR 2LT,"2,52","48,00"
2019-02-01,DESINFETANTE 02LITROS,"2,80","24,00"
2019-02-01,PAPEL TOALHA INTERFOLHA,"40,55","6,00"
2019-02-01,PAPEL HIGIENICO FOLHA DUPLA,"64,50","8,00"
2019-02-01,SACO DE PANO ALVEJADO.,"2,79","30,00"
2019-02-01,SABAO EM BARRA GLICERINADO.,"4,99","6,00"
2019-02-01,AMACIANTE DE ROUPAS.,"2,97","6,00"
2019-02-01,CLORO LIQUIDO.,"1,39","48,00"
2019-02-01,SACO PARA LIXO 30 LITROS.,"1,50","40,00"
2019-02-01,COPO DESCARTAVEL CAFE,"1,00","100,00"
2019-02-01,PANO DE PRATO 100% ALGODAO.,"1,90","40,00"
2019-02-01,PAPEL TOALHA MULTIUSO,"3,15","40,00"
2019-02-01,COPO DESCARTAVEL AGUA,"3,91","150,00"
2019-02-01,GASOLINA COMUM OU ADITIVADA,"4,30","140,49"
2019-02-01,GASOLINA COMUM OU ADITIVADA,"4,30","2.529,96"
2019-02-01,DIESEL S-10 COMUM,"3,20","785,98"
2019-02-01,FUNDO NIVELADOR,"58,00","2,00"
2019-02-01,FECHADURA INOX BANHEIRO,"28,90","4,00"
2019-02-01,FECHADURA COMPLETA,"37,00","2,00"
2019-02-01,TIRAS REAGENTES,"0,40","12.400,00"
2019-02-01,ANLODIPINA 10 MG,"0,05","3.000,00"
2019-02-01,SINVASTATINA 10 MG .,"0,04","1.800,00"
2019-02-01,"CARVEDILOL 6,25 MG .","0,07","3.000,00"
2019-02-01,GLICLAZIDA 30MG,"0,16","9.000,00"
2019-02-01,VALPROATO DE SODIO 500MG,"0,25","1.500,00"
2019-02-01,AMOXICILINA + CLAVULANATO,"8,74","60,00"
2019-02-01,VALPROATO DE SODIO 250MG,"0,09","3.000,00"
2019-02-01,"CARVEDILOL 12,5 MG .","0,08","9.000,00"
2019-02-01,HIDRALAZINA 25 MG .,"0,25","2.000,00"
2019-02-01,LEVODOPA  + BENSERAZIDA 200/50,"0,75","1.020,00"
2019-02-01,BECLOMETASONA 250MCG,"39,14","10,00"
2019-02-01,"CLOMIPRAMINA, CLORIDRATO 25MG","0,63","2.400,00"
2019-02-01,HIDROCLOROTIAZIDA 25 MG .,"0,01","18.000,00"
2019-02-01,METOPROLOL SUCCINATO 25 MG .,"0,23","3.600,00"
2019-02-01,METOPROLOL SUCCINATO 50 MG .,"0,45","6.000,00"
2019-02-01,BIPERIDENO 2 MG .,"0,15","3.000,00"
2019-02-01,CLORPROMAZINA 25 MG .,"0,18","1.600,00"
2019-02-01,HALOPERIDOL 1 MG .,"0,11","600,00"
2019-02-01,LEVOTIROXINA 25 MCG .,"0,05","7.200,00"
2019-02-01,PARACETAMOL 500 MG .,"0,04","3.000,00"
2019-02-01,ACIDO FOLICO 5MG.,"0,04","2.000,00"
2019-02-01,"SALBUTAMOL,SULFATO 100MCG/DOSE","7,28","20,00"
2019-02-01,"DEXAMETASONA 0,1MG/ML ELIXIR","0,85","100,00"
2019-02-01,METFORMINA 850 MG .,"0,05","19.200,00"
2019-02-01,PROPAFENONA 300 MG REVESTIDO,"0,36","900,00"
2019-02-01,AMOXICILINA 500MG,"0,15","2.520,00"
2019-02-01,LOSARTANA POTASSICA 50MG,"0,03","33.600,00"
2019-02-01,AMOXICILINA 50 MG/ML,"3,24","150,00"
2019-02-01,FENOBARBITAL 100 MG .,"0,10","3.000,00"
2019-02-01,LEVOTIROXINA 50MCG .,"0,05","6.000,00"
2019-02-01,LEVOTIROXINA 100 MCG,"0,05","4.500,00"
2019-02-01,CEFALEXINA 50 MG/ML,"6,01","50,00"
2019-02-01,ANLODIPINA 5 MG,"0,03","8.000,00"
2019-02-01,CAPTOPRIL 25 MG .,"0,01","15.000,00"
2019-02-01,FUROSEMIDA 40 MG .,"0,03","9.000,00"
2019-02-01,CARGA OXIGENIO 10M3,"195,00","6,00"
2019-02-01,SAIS P/ REIDRATACAO ORAL,"0,47","100,00"
2019-02-01,AMOXILINA+CLAVULANATO 500/125,"1,25","1.200,00"
2019-02-01,DESOGESTREL 75 MCG CAIXA,"16,90","300,00"
2019-02-01,TIMOMODULINA 200MG 120ML XPE,"69,50","10,00"
2019-02-01,ZUCLOPENTIXOL INJETAVEL 200MG,"69,50","30,00"
2019-02-01,FIBRINOLISINA+DESOXIRRIBONUCLE,"38,50","30,00"
2019-02-01,METILFENIDATO 10 MG .,"0,57","900,00"
2019-02-01,PROPATILNITRATO 10 MG .,"0,36","14.400,00"
2019-02-01,QUETIAPINA 100 MG .,"0,47","3.600,00"
2019-02-01,ENOXPARINA SODICA 40MG,"27,00","30,00"
2019-02-01,ALOPURINOL 300 MG .,"0,14","1.000,00"
2019-02-01,AMBROXOL 30MG/5ML XAROPE 100,"1,64","100,00"
2019-02-01,ATENOLOL 50 MG .,"0,03","12.000,00"
2019-02-01,BROMOPRIDA 10 MG .,"0,16","1.600,00"
2019-02-01,CETOCONAZOL + BETAMETASONA +,"6,68","50,00"
2019-02-01,CILOSTAZOL 50 MG .,"0,31","1.500,00"
2019-02-01,CINARIZINA 25 MG .,"0,08","3.000,00"
2019-02-01,CLONAZEPAM 2 MG .,"0,05","11.520,00"
2019-02-01,CLOPIDOGREL 75 MG .,"0,33","7.000,00"
2019-02-01,DIAZEPAM 10 MG .,"0,08","8.000,00"
2019-02-01,DICLOFENACO POTASSICO 50 MG .,"0,06","1.000,00"
2019-02-01,DIOSMINA + HESPERIDINA 450MG/,"0,34","36.000,00"
2019-02-01,DIPIRONA 500 MG.,"0,07","5.000,00"
2019-02-01,DOMPERIDONA 10 MG .,"0,06","9.000,00"
2019-02-01,FLUNARIZINA 10 MG .,"0,08","1.000,00"
2019-02-01,GINKGO BILOBA 80 MG.,"0,16","1.500,00"
2019-02-01,BUTILBROMETO DE ESCOPALAMINA +,"0,37","6.000,00"
2019-02-01,IMIPRAMINA 25 MG .,"0,27","1.000,00"
2019-02-01,LORAZEPAM 2 MG .,"0,07","5.000,00"
2019-02-01,METFORMINA 500 MG .,"0,06","9.600,00"
2019-02-01,PARACETAMOL + CARISOPRODOL +,"0,13","3.000,00"
2019-02-01,PARACETAMOL 200MG/ML 15 ML GTS,"0,70","200,00"
2019-02-01,QUETIAPINA 25 MG .,"0,18","5.400,00"
2019-02-01,SACCHAROMYCES BOULARDII 100 MG,"0,45","1.200,00"
2019-02-01,VERAPAMIL 80 MG .,"0,08","4.000,00"
2019-02-01,ACIDO ACETILSALICILICO 100 MG,"0,02","20.000,00"
2019-02-01,ACEBROFILINA 25MG/5ML XAROPE,"2,77","100,00"
2019-02-01,ALBENDAZOL 40 MG/ML SUSPENSAO,"1,02","200,00"
2019-02-01,CARBONATO DE LITIO 300 MG .,"0,25","3.000,00"
2019-02-01,ESPIRONOLACTONA 25 MG .,"0,14","6.000,00"
2019-02-01,FLUCONAZOL 150 MG .,"0,36","300,00"
2019-02-01,METRONIDAZOL 250 MG .,"0,10","600,00"
2019-02-01,NIFEDIPINA RETARD 20 MG .,"0,10","3.000,00"
2019-02-01,RANITIDINA 150 MG .,"0,09","3.000,00"
2019-02-01,SERTRALINA 50 MG .,"0,10","19.600,00"
2019-02-01,LEITE ESPECIAL 4,"19,50","12,00"
2019-02-01,LEITE ESPECIAL 8,"46,70","16,00"
2019-02-01,LEITE ESPECIAL 21,"22,00","10,00"
2019-02-01,CARGA OXIGENIO 10M3,"195,00","2,00"
2019-02-01,CARGA OXIGENIO 01M3,"75,00","1,00"
2019-02-01,"SORO FISIOLOGICO 0,9% 100ML","2,00","240,00"
2019-02-01,CLORIDRATO TRAMADOL 100MG INJE,"0,63","180,00"
2019-02-01,HIDROCORTISONA 500MG INJETAVEL,"4,50","100,00"
2019-02-01,EPINEFRINA 1MG/ML INJETAVEL,"2,10","100,00"
2019-02-01,SULFATO DE MORFINA 10MG - AMPO,"125,00","1,00"
2019-02-01,"SORO FISIOLOGICO 0,9%, 250 ML","2,60","240,00"
2019-02-01,CLORIDRATO DE TRAMADOL 50MG IN,"0,62","120,00"
2019-02-01,"CIANOCOBALAM, DEXAMETASONA,","7,36","30,00"
2019-02-01,LIDOCAINA INJETAVEL 2% 20ML,"2,21","50,00"
2019-02-01,HIDROCORTISONA 100MG INJETAVEL,"2,04","50,00"
2019-02-01,"TESOURA DE ACO 21X6,5X2 CABO P","3,75","5,00"
2019-02-01,PASTA DE PAPELAO COM ELASTICO,"1,39","15,00"
2019-02-01,GRAMPO 26/6 COBREADO.,"3,95","10,00"
2019-02-01,PASTA REGRISTRADORA AZ,"8,39","10,00"
2019-02-01,CLIPS 2/0.,"5,60","5,00"
2019-02-01,GRAMPEADOR 26/6.,"19,00","6,00"
2019-02-01,CARIMBO AUTOMATICO 10 A 20CM,"32,02","1,00"
2019-02-01,BORRACHA BRANCA N. 40,"12,60","2,00"
2019-02-01,LAPIS PRETO N.02,"26,00","1,00"
2019-02-01,COLA BRANCA ESCOLAR,"1,00","20,00"
2019-02-01,ENVELOPE PARDO 36 X 26CM,"48,50","4,00"
2019-02-01,PASTA PLASTICA SANFONADA A4,"12,49","4,00"
2019-02-01,CANETA ESFEROGRAFICA AZUL.,"22,90","3,00"
2019-02-01,PASTA PLASTICA.,"1,59","10,00"
2019-02-01,LIVRO DE ATA 100 FOLHAS,"8,20","10,00"
2019-02-01,PRANCHETA ACRILICA C/PEGADOR,"6,50","15,00"
2019-02-01,FITA CREPE 18MM X 50M,"1,85","20,00"
2019-02-01,PASTA SUSPENSA MARMORIZADA.,"46,50","1,00"
2019-02-01,CANETA MARCA TEXTO AMARELA,"10,60","2,00"
2019-02-01,PERFURADOR DE PAPEL 12 FOLHAS,"4,75","4,00"
2019-02-01,TINTA PARA CARIMBO 40ML,"2,18","12,00"
2019-02-01,ENVELOPE PARDO 23X16CM,"23,30","3,00"
2019-02-01,FITA CORRETIVA.,"3,15","6,00"
2019-02-01,CADERNO BROCHURAO CAPA DURA,"4,84","10,00"
2019-02-01,CADERNO BROCHURA 1/4 CAPA FLEX,"1,69","10,00"
2019-02-01,FITA ADESIVA TRANSPAR. 48X50M,"1,64","20,00"
2019-02-01,PINCEL ATOMICO PONTA FINA.,"1,60","10,00"
2019-02-01,FITA ADESIVA DUPLA FACE.,"3,45","10,00"
2019-02-01,PLACA DE ISOPOR.,"0,86","10,00"
2019-02-01,SUCO DE FRUTAS NATURAL 1L,"4,70","8,00"
2019-02-01,PAO TIPO INTEGRAL.,"4,98","6,00"
2019-02-01,CARGA OXIGENIO 10M3,"195,00","2,00"
2019-02-01,CARGA OXIGENIO 01M3,"75,00","2,00"
2019-02-01,APARELHO TELEFONE DE MESA COM,"54,00","2,00"
2019-02-01,CAFE EM PO.,"7,85","60,00"
2019-02-01,CATETER NASAL OXIGENIOTERAPIA,"0,60","50,00"
2019-02-01,COMPRESSA DE GAZE NAO ESTERIL,"10,85","277,00"
2019-02-01,MASCARA DESCARTAVEL P/PROTECAO,"4,50","11,00"
2019-02-01,MICROPORE 25MM X 10MTS,"1,35","48,00"
2019-02-01,LIDOCAINA 2% GELEIA,"2,39","20,00"
2019-02-01,PAPEL LENCOL 70CM X 50 MTS GR.,"5,30","40,00"
2019-02-01,"GEL P/ ULTRASSONGRAFIA, INCOLO","3,36","4,00"
2019-02-01,PINCA DENTE DE RATO,"8,70","6,00"
2019-02-01,BOTA DE UNNA,"20,30","10,00"
2019-02-01,TESOURA IRIS,"16,18","3,00"
2019-02-01,REAGENTE FORMALDEIDO (FORMOL),"8,80","2,00"
2019-02-01,COMPRESSA DE GAZE ESTERIL,"0,37","500,00"
2019-02-01,COLETOR MATERIAL PERFUROCORTAN,"2,30","48,00"
2019-02-01,AGULHA DESC. 20 X 5.5  (CX),"5,10","6,00"
2019-02-01,EQUIPO PARA SORO MACRO GOTAS,"0,55","200,00"
2019-02-01,LAMINA DE BISTURI No11,"21,20","2,00"
2019-02-01,LAMINA DE BISTURI No12,"18,85","2,00"
2019-02-01,LAMINA DE BISTURI No15,"21,20","2,00"
2019-02-01,LAMPADA INFRA VERMELHO FISIOTE,"174,00","4,00"
2019-02-01,FENITOINA 250MG/05ML.,"1,90","20,00"
2019-02-01,COMPLEXO B AMPOLA DE 2ML,"0,70","200,00"
2019-02-01,FENOBARBITAL 200MG/2ML INJETAV,"1,78","25,00"
2019-02-01,AGUA DESTILADA INJETAVEL 10ML,"0,12","400,00"
2019-02-01,BROMOPRIDA 10MG/2ML INJETAVEL,"1,90","200,00"
2019-02-01,FUROSEMIDA 10MG INJETAVEL 2ML,"0,38","200,00"
2019-02-01,CLORIDRATO DE CLORPROMAZINA,"1,01","50,00"
2019-02-01,RANITIDINA CLORIDRATO 25MG/ML.,"0,36","100,00"
2019-02-01,VITAMINA K 10 MG AMP. 1 ML,"1,16","25,00"
2019-02-01,"PAPEL FOTOGRAFICO GLOSY A4,","16,00","4,00"
2019-02-01,TERMOSTATO BIMETALICO NF 130C,"120,00","1,00"
2019-02-01,CARGA OXIGENIO 10M3,"195,00","2,00"
2019-02-01,CARGA OXIGENIO 01M3,"75,00","3,00"
2017-09-01,PIRULITO.,"4,90","20,00"
2017-09-01,GAS ENGARRAFADO 13 KG,"49,90","1,00"
2017-09-01,DIVALPROATO DE SODIO 500 MG .,"1,30","300,00"
2017-09-01,LEVODOPA  + BENSERAZIDA 200/50,"0,81","900,00"
2017-09-01,ACEBROFILINA 50MG/5ML XAROPE,"4,05","50,00"
2017-09-01,"CLONAZEPAM 0,5 MG .","0,06","3.000,00"
2017-09-01,COMPLEXO B DRAGEAS .,"0,04","5.000,00"
2017-09-01,DOMPERIDONA 10 MG .,"0,07","6.000,00"
2017-09-01,GLIMEPIRIDA 2 MG .,"0,10","1.800,00"
2017-09-01,GLIMEPIRIDA 4 MG.,"0,22","3.600,00"
2017-09-01,LAMOTRIGINA 100 MG .,"0,25","6.000,00"
2017-09-01,LORATADINA 10 MG .,"0,05","1.440,00"
2017-09-01,METILDOPA 250 MG .,"0,28","3.000,00"
2017-09-01,NIMESULIDA 100 MG .,"0,07","1.800,00"
2017-09-01,PAROXETINA 20 MG .,"0,20","3.000,00"
2017-09-01,CLONAZEPAM 2 MG .,"0,04","9.000,00"
2017-09-01,DIOSMINA + HESPERIDINA 450MG/,"0,28","15.000,00"
2017-09-01,LEVOTIROXINA 75 MCG .,"0,10","6.000,00"
2017-09-01,PROPATILNITRATO 10 MG .,"0,38","2.400,00"
2017-09-01,AC URSODESOXICOLICO 150 MG,"2,72","300,00"
2017-09-01,RISPERIDONA 1 MG .,"0,15","3.000,00"
2017-09-01,RISPERIDONA 2 MG .,"0,14","3.000,00"
2017-09-01,RISPERIDONA 1 MG SOL ORAL,"5,99","50,00"
2017-09-01,AMITRIPTILINA 25 MG .,"0,04","5.000,00"
2017-09-01,AZITROMICINA 500 MG .,"0,46","600,00"
2017-09-01,CLOPIDOGREL 75 MG .,"0,38","2.800,00"
2017-09-01,SERTRALINA 50 MG .,"0,12","4.900,00"
2017-09-01,AMBROXOL 30MG/5ML XAROPE 100,"1,47","50,00"
2017-09-01,AMBROXOL 15MG/5ML XAROPE 100,"1,43","50,00"
2017-09-01,CILOSTAZOL 100 MG .,"0,47","1.500,00"
2017-09-01,CILOSTAZOL 50 MG .,"0,24","1.500,00"
2017-09-01,CINARIZINA 25 MG .,"0,08","1.800,00"
2017-09-01,CINARIZINA 75 MG .,"0,10","1.800,00"
2017-09-01,CLORTALIDONA 50 .,"0,13","1.400,00"
2017-09-01,"DIGOXINA 0,25 MG .","0,04","1.000,00"
2017-09-01,DILTIAZEM 60 MG.,"0,10","5.000,00"
2017-09-01,DIVALPROATO DE SODIO 250 MG .,"0,65","1.000,00"
2017-09-01,ESPIRONOLACTONA 25 MG .,"0,14","3.000,00"
2017-09-01,HALOPERIDOL 1 MG .,"0,10","600,00"
2017-09-01,BUTILBROMETO DE ESCOPALAMINA +,"0,41","1.500,00"
2017-09-01,LAMOTRIGINA 50 MG .,"0,21","6.000,00"
2017-09-01,LORAZEPAM 2 MG .,"0,06","1.000,00"
2017-09-01,MEBENDAZOL 100 MG .,"0,04","600,00"
2017-09-01,NEOMICINA + BACITRACINA POMADA,"5,67","50,00"
2017-09-01,NIFEDIPINA 20 MG .,"0,03","6.000,00"
2017-09-01,PARACETAMOL + CARISOPRODOL +,"0,13","3.600,00"
2017-09-01,PREDNISONA 5 MG .,"0,07","3.000,00"
2017-09-01,SACCHAROMYCES BOULARDII 100 MG,"0,49","600,00"
2017-09-01,VITAMINA A + D + OX DE ZINCO,"2,50","300,00"
2017-09-01,ACEBROFILINA 25MG/5ML XAROPE,"2,40","50,00"
2017-09-01,ACIDO VALPROICO 250MG/5ML XAR,"2,19","100,00"
2017-09-01,ALOPURINOL 100 MG .,"0,04","1.200,00"
2017-09-01,ALOPURINOL 300 MG .,"0,12","1.000,00"
2017-09-01,AMOXICILINA 250MG/5ML 60 ML,"3,05","100,00"
2017-09-01,ATENOLOL 50 MG .,"0,03","6.000,00"
2017-09-01,AZITROMICINA SUSPENSAO 600 MG,"3,50","50,00"
2017-09-01,BROMOPRIDA 10 MG .,"0,16","2.400,00"
2017-09-01,CIMETIDINA 200 MG .,"0,11","1.200,00"
2017-09-01,GINKGO BILOBA 80 MG.,"0,15","3.000,00"
2017-09-01,LOSARTAM 100 MG .,"0,22","3.000,00"
2017-09-01,METFORMINA 500 MG .,"0,06","8.000,00"
2017-09-01,METRONIDAZOL GEL VAGINAL 50 G,"3,80","50,00"
2017-09-01,NISTATINA 100.000UI/G CREME,"4,00","50,00"
2017-09-01,OMEPRAZOL 20 MG .,"0,04","13.440,00"
2017-09-01,PROPAFENONA 300 MG REVESTIDO,"0,60","900,00"
2017-09-01,GABAPENTINA 300 MG .,"0,30","600,00"
2017-09-01,SUCO DE FRUTAS NATURAL 1L,"4,25","8,00"
2017-09-01,MUSSARELA FATIADA.,"27,00","0,75"
2017-09-01,MORTADELA DE 1a QUALIDADE,"18,50","2,00"
2017-09-01,PLACA WIFI,"60,00","3,00"
2017-09-01,BALAO DE AR NO 09 PCT. 50 UND,"7,45","30,00"
2017-09-01,7075753 FILTRO DE OLEO,"23,41","5,00"
2017-09-01,7084405 CILINDRO FREIO TRAS.,"78,56","2,00"
2017-09-01,7083041 JG SAPATA,"183,95","1,00"
2017-09-01,51857956 FILTRO DE AR,"31,35","4,00"
2017-09-01,735419986 MACANETA INT.,"37,28","1,00"
2017-09-01,7087458 PALHETA LIMPADOR- JG,"64,21","1,00"
2017-09-01,7510960 VELA IGNICAO,"12,20","12,00"
2017-09-01,AREIA MEDIA,"90,00","1,00"
2017-09-01,"CIMENTO CP-II E 32, SACO 50KG","20,50","4,00"
2017-09-01,AGUA MINERAL,"6,95","30,00"
2017-09-01,COPIA DE CHAVE,"7,00","5,00"
2017-09-01,ALPRAZOLAM 1 MG,"0,09","3.000,00"
2017-09-01,"ALPRAZOLAM 0,5 MG","0,10","3.000,00"
2017-09-01,CLORTALIDONA 25 .,"0,25","2.760,00"
2017-09-01,DILTIAZEM 30 MG .,"0,16","3.000,00"
2017-09-01,ESPIRONOLACTONA 50 MG .,"0,23","2.000,00"
2017-09-01,LOSARTAM 25 MG,"0,24","3.000,00"
2017-09-01,MELOXICAM 15 MG .,"0,11","1.500,00"
2017-09-01,PENTOXIFILINA 400 MG .,"0,50","990,00"
2017-09-01,QUETIAPINA 25 MG .,"0,17","3.000,00"
2017-09-01,TOPIRAMATO 25 MG .,"0,15","6.000,00"
2017-09-01,TOPIRAMATO 50MG,"0,16","6.000,00"
2017-09-01,EVA COM GLITER BROCADO 40X48,"3,60","65,00"
2017-09-01,COLA 1 LITRO ADESIVO VINILICO,"6,10","1,00"
2017-09-01,"PAPEL FOTOGRAFICO GLOSY A4,","16,00","3,00"
2017-09-01,"TESOURA PARA PICOTAR, 21 CM","33,25","1,00"
2017-09-01,MACA NACIONAL.,"6,80","6,00"
2017-09-01,MELANCIA.,"1,99","35,00"
2017-09-01,ABACAXI QUALIDADE HAVAI.,"5,49","3,00"
2017-09-01,ALFACE LISA.,"1,99","5,00"
2017-09-01,CARGA OXIGENIO 10M3,"215,00","3,00"
2017-09-01,CARGA OXIGENIO 01M3,"103,00","1,00"
2017-09-01,SUCO DE FRUTAS NATURAL 1L,"4,25","64,00"
2017-09-01,MAIONESE 03KG,"13,90","1,00"
2017-09-01,PRESUNTO FATIADO.,"22,00","5,00"
2017-09-01,CARNE BOVINA ACEM MOIDA.,"15,80","10,00"
2017-09-01,MUSSARELA FATIADA.,"27,00","6,00"
2017-09-01,SALSICHA 3KG.,"18,90","5,00"
2017-09-01,DOCE DE LEITE,"9,80","8,00"
2017-09-01,MORTADELA DE 1a QUALIDADE,"18,50","1,70"
2017-09-01,PAO FRANCES.,"4,95","3,10"
2017-09-01,ROSCA TIPO RAINHA.,"8,00","2,40"
2017-10-01,CAMISETA DIVERSA - TAM. P,"19,00","2,00"
2017-10-01,CAMISETA DIVERSA - TAM. M,"19,00","4,00"
2017-10-01,CAMISETA DIVERSA - TAM. G,"19,00","4,00"
2017-10-01,"VIDRO INCOLOR 8MM 1,10 X 0,70","550,00","1,00"
2017-10-01,ACUCAR CRISTAL PT,"12,20","12,00"
2017-10-01,CAFE EM PO PT,"7,40","60,00"
2017-10-01,ACUCAR CRISTAL PT,"12,20","12,00"
2017-10-01,CAFE EM PO PT,"7,40","40,00"
2017-10-01,028/ 141036/S DISCO EMBREAGEM,"202,96","1,00"
2017-10-01,026/ 141117/13 PLATO,"166,27","1,00"
2017-10-01,088/ 141165/B ROLAMENTO,"61,10","1,00"
2017-10-01,376/ 827133/A CABO,"16,70","2,00"
2017-10-01,211/ 843373 PINO,"35,45","2,00"
2017-10-01,032/ 905106/D TRANSFORMADOR,"213,97","1,00"
2017-10-01,191/ 407181/D MANCAL BORRACHA,"15,24","2,00"
2017-10-01,032/ 121111/T VALVULA,"274,17","1,00"
2017-10-01,030/ 109119/S/ CORREIA,"50,94","1,00"
2017-10-01,030/ 109243/K/ ROLO,"107,83","1,00"
2017-10-01,5U0/ 407365/A ALAVANCA,"63,98","2,00"
2017-10-01,377/ 959281 TERMOSTATO,"75,79","1,00"
2017-10-01,COMPRESSA DE GAZE NAO ESTERIL,"15,60","76,00"
2017-10-01,CAIXA TERMICA 24 LITROS,"197,50","1,00"
2017-10-01,COMPLEMENTO ALIMENTAR 1,"35,50","24,00"
2017-10-01,PANO DE PRATO 100% ALGODAO.,"1,68","20,00"
2017-10-01,ESPONJA LIMPEZA DUPLA FACE,"0,58","48,00"
2017-10-01,PAPEL HIGIENICO FOLHA SIMPLES,"34,80","5,00"
2017-10-01,COPO DESCARTAVEL AGUA,"2,19","100,00"
2017-10-01,COADOR DE FLANELA.,"4,28","2,00"
