BuildingArea,YearBuilt,Car,Address,Postcode,Rooms,Price,Date
137.0,2002.0,1.0,1/2 Little Kent St,3121.0,2,1090000.0,8/04/2017
115.0,1958.0,0.0,113A Richmond Tce,3121.0,3,1785000.0,8/04/2017
65.0,2008.0,1.0,106/59 Stawell St,3121.0,2,560000.0,8/04/2017
,2010.0,1.0,101/27 Dickmann St,3121.0,2,690000.0,13/05/2017
63.7,1900.0,0.0,43 Gardner St,3121.0,2,1050000.0,13/05/2017
,,1.0,293 Highett St,3121.0,3,2060000.0,13/05/2017
,,0.0,62 Butler St,3121.0,2,860000.0,20/05/2017
100.0,2010.0,2.0,6/323 Church St,3121.0,3,1052000.0,20/05/2017
204.0,2011.0,7.0,2 Portland St,3121.0,3,3000000.0,20/05/2017
95.0,1900.0,1.0,3 Kimber St,3121.0,3,1330000.0,22/04/2017
,2011.0,1.0,304/253 Bridge Rd,3121.0,2,630000.0,29/04/2017
,,0.0,30 Corsair St,3121.0,2,1210000.0,29/04/2017
77.0,1900.0,0.0,2 Moore St,3121.0,1,911000.0,29/04/2017
,,1.0,57 Type St,3121.0,3,1590000.0,29/04/2017
,,2.0,154 Grandview Gr,3084.0,4,1380000.0,8/04/2017
,,2.0,34 Haughton Pde,3084.0,4,1150000.0,13/05/2017
,,2.0,35 Thomson Dr,3084.0,4,1160000.0,20/05/2017
105.0,1980.0,1.0,7/4 Banyule Rd,3084.0,2,615000.0,29/04/2017
,,2.0,5 Finlayson St,3084.0,3,940000.0,29/04/2017
80.0,1900.0,0.0,199 Buckley St,3011.0,2,665000.0,13/05/2017
,1920.0,0.0,29 Tennyson St,3011.0,3,950000.0,13/05/2017
,,2.0,4 Henry St,3011.0,2,1085000.0,20/05/2017
,,1.0,3 Walter St,3011.0,3,847000.0,20/05/2017
,,1.0,68 Windsor St,3011.0,2,785000.0,20/05/2017
168.0,1900.0,1.0,20 Glover St,3205.0,3,2240000.0,6/05/2017
,,1.0,28 Nelson Pl,3205.0,3,2050000.0,6/05/2017
42.0,1970.0,1.0,8/192 Cecil St,3205.0,1,460000.0,8/04/2017
2.0,1900.0,0.0,5 Park Pl,3205.0,2,650000.0,8/04/2017
75.0,2004.0,1.0,24B Dow St,3205.0,2,1100000.0,13/05/2017
105.0,1910.0,1.0,27 Lyell St,3205.0,3,1820000.0,13/05/2017
,,2.0,13 Martin St,3205.0,3,1780000.0,20/05/2017
,1880.0,0.0,55 Cobden St,3205.0,2,1024000.0,22/04/2017
110.87,2003.0,2.0,53/39 Dorcas St,3205.0,3,680000.0,22/04/2017
,1970.0,1.0,125 Napier St,3205.0,2,1150000.0,22/04/2017
150.0,2001.0,2.0,411/38 Bank St,3205.0,3,710000.0,29/04/2017
15.0,,2.0,6/38 Chambers St,3141.0,3,1320000.0,6/05/2017
,2000.0,1.0,407/800 Chapel St,3141.0,1,537000.0,6/05/2017
,2000.0,2.0,806/800 Chapel St,3141.0,2,800000.0,6/05/2017
,,0.0,1/52 Caroline St,3141.0,1,410000.0,8/04/2017
,1970.0,1.0,10/14 Cromwell Rd,3141.0,2,499000.0,8/04/2017
82.0,1900.0,0.0,14 Moore St,3141.0,2,1214000.0,8/04/2017
73.0,1970.0,0.0,9/384 Toorak Rd,3141.0,2,485000.0,8/04/2017
,1970.0,1.0,2/63 Domain St,3141.0,3,920000.0,13/05/2017
,,1.0,30/30 Murphy St,3141.0,2,615000.0,13/05/2017
,,1.0,3/555 Punt Rd,3141.0,2,642000.0,13/05/2017
,,1.0,65 Caroline St,3141.0,3,3475000.0,20/05/2017
145.0,1880.0,0.0,7 Cassell St,3141.0,2,1710000.0,20/05/2017
,,1.0,26 Howitt St,3141.0,2,851000.0,20/05/2017
,,2.0,30 Nicholson St,3141.0,3,2030000.0,20/05/2017
,,0.0,9 Nicholson St,3141.0,2,1405000.0,22/04/2017
,2000.0,2.0,403/79 River St,3141.0,2,850000.0,22/04/2017
106.0,1970.0,1.0,5/9 Rockley Rd,3141.0,2,792500.0,22/04/2017
46.0,1960.0,0.0,13/47 Marne St,3141.0,1,390500.0,29/04/2017
,,2.0,9/21 Park La,3141.0,3,2050000.0,29/04/2017
,,2.0,1/215 Williams Rd,3141.0,2,595000.0,29/04/2017
,,1.0,5/18 Barkly St,3182.0,1,346000.0,6/05/2017
,1970.0,1.0,22/3 Alfred Sq,3182.0,1,520000.0,8/04/2017
,,1.0,11/52 Alma Rd,3182.0,1,320000.0,8/04/2017
84.0,2006.0,1.0,13/220 Barkly St,3182.0,2,610500.0,8/04/2017
,1968.0,1.0,22/14 Crimea St,3182.0,1,350000.0,8/04/2017
74.0,1930.0,0.0,23A Havelock St,3182.0,2,1120000.0,8/04/2017
98.0,1890.0,1.0,2/25 Acland St,3182.0,2,1077000.0,13/05/2017
97.0,1910.0,1.0,34 Acland St,3182.0,2,1301000.0,13/05/2017
112.0,1890.0,2.0,25 Fawkner St,3182.0,2,1440000.0,13/05/2017
,,0.0,15/20 Princes St,3182.0,2,680000.0,20/05/2017
,,0.0,63 Chapel St,3182.0,3,1361000.0,22/04/2017
115.0,1930.0,0.0,7/29 Marine Pde,3182.0,3,1000000.0,22/04/2017
,,1.0,11/74 Barkly St,3182.0,2,902000.0,29/04/2017
140.0,1955.0,1.0,1/23 Eildon Rd,3182.0,3,1190000.0,29/04/2017
,,0.0,5 Octavia St,3182.0,2,920000.0,29/04/2017
54.0,2004.0,1.0,105/60 Wellington St,3182.0,2,482000.0,29/04/2017
,,1.0,35 Wordsworth St,3182.0,4,2260000.0,29/04/2017
137.0,1960.0,1.0,18 Strathaird St,3041.0,4,810000.0,6/05/2017
183.0,2014.0,2.0,8 Jones Ct,3041.0,3,1021000.0,8/04/2017
293.0,,1.0,12 Loeman St,3041.0,3,925000.0,8/04/2017
204.0,1965.0,2.0,186 Mascoma St,3041.0,5,910000.0,8/04/2017
,,2.0,221 Mascoma St,3041.0,3,900000.0,13/05/2017
,1940.0,3.0,1 Lebanon St,3041.0,3,995000.0,20/05/2017
,,2.0,68 Willonga St,3041.0,5,1150000.0,20/05/2017
190.0,1950.0,2.0,54 Ardoyne St,3020.0,3,940000.0,6/05/2017
95.0,1950.0,0.0,138 Devonshire Rd,3020.0,4,726000.0,6/05/2017
,,1.0,27 Parsons St,3020.0,3,950000.0,6/05/2017
,,5.0,14 Baker St,3020.0,4,760000.0,8/04/2017
189.0,1950.0,6.0,2 Colin St,3020.0,4,990000.0,8/04/2017
,,1.0,10 Dundalk St,3020.0,3,651500.0,8/04/2017
,,4.0,2 Islington St,3020.0,4,970000.0,22/04/2017
,1960.0,2.0,3 Mellor St,3020.0,3,841000.0,22/04/2017
93.84,1950.0,0.0,69 Duke St,3020.0,3,710000.0,29/04/2017
108.0,1930.0,1.0,73 Monash St,3020.0,3,840000.0,29/04/2017
,,2.0,115 Wright St,3020.0,3,660000.0,29/04/2017
,,1.0,10 Yewers St,3020.0,3,692000.0,29/04/2017
,,2.0,25 Lincoln St,3020.0,3,830000.0,6/05/2017
,,2.0,19 Plymouth Cl,3020.0,3,600000.0,6/05/2017
,,2.0,25 Downing St,3020.0,3,718000.0,13/05/2017
147.0,1980.0,2.0,3 Belmore Rd,3020.0,4,775000.0,29/04/2017
145.0,1960.0,1.0,90 McIntyre Rd,3020.0,3,490000.0,29/04/2017
120.0,1975.0,1.0,32 Killara St,3020.0,3,716000.0,6/05/2017
,,2.0,7 Foxcroft Ct,3020.0,3,511000.0,8/04/2017
159.0,2006.0,2.0,1/10 Fremont Pde,3020.0,4,515000.0,8/04/2017
119.0,1970.0,1.0,27 Warmington Rd,3020.0,3,530000.0,8/04/2017
184.0,1967.0,2.0,91 Hilma St,3020.0,4,685000.0,13/05/2017
,,2.0,13 Murray St,3020.0,3,700000.0,22/04/2017
124.45,2008.0,2.0,133 David Dr,3020.0,3,521000.0,29/04/2017
100.0,1950.0,1.0,100 Links St,3020.0,3,571000.0,29/04/2017
,,4.0,7 The Mews,3020.0,3,710000.0,29/04/2017
,,2.0,3/700 Canterbury Rd,3127.0,2,682000.0,6/05/2017
85.0,1970.0,2.0,2/35 Boisdale St,3127.0,2,825000.0,13/05/2017
195.0,2013.0,2.0,61 Broughton Rd,3127.0,3,1525000.0,13/05/2017
124.0,1910.0,0.0,18 Empress Rd,3127.0,2,1260000.0,13/05/2017
265.0,1930.0,2.0,29 Weybridge St,3127.0,4,2360000.0,13/05/2017
96.0,1980.0,1.0,1/6 Blackburn St,3127.0,2,1250000.0,20/05/2017
,,4.0,26 Everton Gr,3127.0,4,1490000.0,20/05/2017
186.0,1886.0,2.0,6A Thistle St,3127.0,4,1600000.0,20/05/2017
150.0,,2.0,68 Weybridge St,3127.0,3,1652000.0,20/05/2017
300.0,1900.0,2.0,8 Durham Rd,3127.0,4,2370000.0,29/04/2017
,2011.0,3.0,2/92 Foote St,3107.0,3,940000.0,6/05/2017
,,1.0,6 Jean St,3107.0,3,1503500.0,6/05/2017
,,2.0,8 Esther St,3107.0,3,950000.0,8/04/2017
,,2.0,4 Michael St,3107.0,3,1370000.0,8/04/2017
,,2.0,5 Fran Ct,3107.0,4,1181000.0,13/05/2017
,,2.0,21 Rooney St,3107.0,3,1385000.0,13/05/2017
,,3.0,258 Thompsons Rd,3107.0,3,1180000.0,20/05/2017
,,2.0,254 Thompsons Rd,3107.0,4,1302000.0,22/04/2017
,,2.0,11 Airdrie Ct,3107.0,5,1775000.0,29/04/2017
,,3.0,177 Raleigh St,3071.0,3,1750000.0,6/05/2017
,,4.0,129 Collins St,3071.0,3,1345000.0,8/04/2017
,,1.0,104 Mansfield St,3071.0,3,1080000.0,8/04/2017
131.0,1930.0,2.0,145 Shaftesbury Pde,3071.0,3,1195000.0,8/04/2017
87.0,1995.0,1.0,4/2 Strettle St,3071.0,2,716000.0,8/04/2017
,2000.0,2.0,9 Ethel St,3071.0,3,865000.0,13/05/2017
,1970.0,1.0,1/73 Flinders St,3071.0,2,462000.0,13/05/2017
,,1.0,107 Hutton St,3071.0,3,1100000.0,13/05/2017
,,2.0,221 Mansfield St,3071.0,4,1635000.0,13/05/2017
166.0,2001.0,1.0,3/1 Smith St,3071.0,3,998000.0,13/05/2017
59.0,1960.0,1.0,3/31 Clapham St,3071.0,2,600000.0,20/05/2017
130.0,1918.0,2.0,35D Clapham St,3071.0,3,1346000.0,20/05/2017
,,1.0,171 Mansfield St,3071.0,3,1130000.0,20/05/2017
115.0,1950.0,2.0,292 Rathmines St,3071.0,3,1275000.0,20/05/2017
,,1.0,10 Speight St,3071.0,3,1200000.0,20/05/2017
,,1.0,140 Dundas St,3071.0,2,915000.0,22/04/2017
,1970.0,1.0,199 Mansfield St,3071.0,1,300000.0,22/04/2017
117.0,1995.0,2.0,1/44 Hammond St,3071.0,3,880000.0,29/04/2017
133.0,2007.0,2.0,58 Leinster Gr,3071.0,2,960000.0,29/04/2017
96.0,1910.0,0.0,5 Shaftesbury Pde,3071.0,2,1260000.0,29/04/2017
132.0,1930.0,1.0,68 Wilmoth St,3071.0,2,1100000.0,29/04/2017
,,1.0,8 Graham Rd,3084.0,3,810000.0,6/05/2017
,,4.0,23 Kuranga Rd,3084.0,4,1140000.0,8/04/2017
,,2.0,6 Dawn Ct,3084.0,4,1003000.0,20/05/2017
217.0,1950.0,3.0,9 Rockaway Dr,3084.0,4,1155000.0,22/04/2017
,,4.0,60 Orana Dr,3087.0,3,880000.0,6/05/2017
132.0,1970.0,2.0,5 Regis Ct,3087.0,5,826000.0,6/05/2017
,,2.0,12 Black St,3087.0,4,952000.0,8/04/2017
,,2.0,2/42 Wattle Dr,3087.0,3,677500.0,8/04/2017
123.0,1956.0,2.0,25 Bungay St,3087.0,4,761000.0,22/04/2017
,,2.0,8 Castlereagh Pl,3087.0,3,715000.0,22/04/2017
180.0,1950.0,2.0,5 Daours Ct,3087.0,4,932500.0,22/04/2017
,,2.0,25 High St,3087.0,3,895000.0,29/04/2017
244.0,1915.0,2.0,61 Clive St,3012.0,4,1435000.0,6/05/2017
77.0,1975.0,1.0,4/8 Margot St,3012.0,2,470000.0,6/05/2017
79.0,2011.0,1.0,6/350 Somerville Rd,3012.0,2,502000.0,6/05/2017
104.0,1930.0,0.0,2/663 Barkly St,3012.0,3,580000.0,8/04/2017
,1982.0,1.0,4/667 Barkly St,3012.0,1,375000.0,8/04/2017
,1950.0,1.0,17 Braid St,3012.0,2,650000.0,8/04/2017
3.0,,2.0,17/24 Dongola Rd,3012.0,3,815000.0,8/04/2017
143.0,1940.0,2.0,10 Neil St,3012.0,4,970000.0,8/04/2017
188.0,1930.0,4.0,15 Rupert St,3012.0,4,1325000.0,8/04/2017
,,3.0,25 Tucker St,3012.0,3,890000.0,13/05/2017
,,0.0,16 Dove St,3012.0,3,900000.0,20/05/2017
65.0,1970.0,1.0,4/38 Hampton Pde,3012.0,2,266000.0,20/05/2017
,,0.0,16 Hope St,3012.0,3,830000.0,20/05/2017
113.81,1945.0,2.0,91 Suffolk St,3012.0,2,888000.0,20/05/2017
,,1.0,106 Summerhill Rd,3012.0,3,1040000.0,20/05/2017
,,1.0,4/624 Barkly St,3012.0,2,490000.0,22/04/2017
102.0,1925.0,2.0,1 Dongola Rd,3012.0,3,935000.0,22/04/2017
,,0.0,14 Stanhope St,3012.0,3,975000.0,22/04/2017
,,1.0,8/132 Rupert St,3012.0,1,185000.0,29/04/2017
190.0,1910.0,2.0,44 Electra St,3016.0,4,2165000.0,6/05/2017
117.0,1980.0,2.0,8 Jobson St,3016.0,3,1245000.0,6/05/2017
229.0,2009.0,2.0,73a Victoria St,3016.0,4,2075000.0,6/05/2017
78.0,1974.0,1.0,2/77 Dover Rd,3016.0,2,543000.0,8/04/2017
120.0,1900.0,0.0,8 Princes St,3016.0,3,1150000.0,8/04/2017
,,0.0,35 Railway Pl,3016.0,3,1290000.0,8/04/2017
,,2.0,2/170 Cecil St,3016.0,2,1000000.0,13/05/2017
288.0,1997.0,2.0,10 Crofton Dr,3016.0,5,2040000.0,13/05/2017
,,4.0,60 Merrett Dr,3016.0,4,1412000.0,13/05/2017
78.0,1970.0,1.0,8/97 Verdon St,3016.0,2,465000.0,13/05/2017
,,1.0,2/47 Power St,3016.0,2,855000.0,20/05/2017
65.0,1990.0,2.0,12/53 Morris St,3016.0,2,550000.0,22/04/2017
,,1.0,9/99 Verdon St,3016.0,2,490000.0,22/04/2017
191.0,2006.0,2.0,6 Caspian Tce,3016.0,4,1200000.0,29/04/2017
,,2.0,240 Coogee La,3016.0,3,1330000.0,29/04/2017
,,2.0,15 Kingshott Cl,3016.0,4,1500000.0,29/04/2017
,,2.0,165 Osborne St,3016.0,4,1630000.0,29/04/2017
,,0.0,76 Castlemaine St,3013.0,3,935000.0,6/05/2017
119.0,1940.0,2.0,8 Gordon Pde,3013.0,3,990000.0,6/05/2017
,,0.0,92 Simpson St,3013.0,2,950000.0,6/05/2017
,,2.0,15 Freame St,3013.0,2,1196000.0,8/04/2017
,1965.0,1.0,1/17 Gordon Pde,3013.0,2,470000.0,8/04/2017
,,1.0,14 Lennox St,3013.0,3,1131500.0,8/04/2017
201.0,1890.0,0.0,54 Tongue St,3013.0,4,2035000.0,8/04/2017
98.0,1970.0,0.0,29 Wilson St,3013.0,3,935000.0,8/04/2017
106.76,1940.0,2.0,260 Francis St,3013.0,3,892000.0,13/05/2017
139.0,1977.0,5.0,1 Highgate St,3013.0,4,985500.0,13/05/2017
92.0,1985.0,2.0,2/150 Hyde St,3013.0,2,650000.0,13/05/2017
,2012.0,2.0,1/6 Jepson St,3013.0,3,1070000.0,13/05/2017
68.0,1975.0,1.0,10/51 Stephen St,3013.0,2,397000.0,13/05/2017
,,3.0,33 Bromyard St,3013.0,2,1035000.0,20/05/2017
,,2.0,26 Buninyong St,3013.0,3,1370000.0,20/05/2017
81.0,1960.0,2.0,455 Geelong Rd,3013.0,2,650000.0,20/05/2017
,,0.0,96 Hamilton St,3013.0,2,820000.0,20/05/2017
126.0,1980.0,1.0,292 Hyde St,3013.0,3,750000.0,20/05/2017
,,1.0,2/10 Schild St,3013.0,2,497600.0,20/05/2017
135.0,1930.0,0.0,183 Stephen St,3013.0,3,970000.0,20/05/2017
111.0,1940.0,3.0,66 Drew St,3013.0,2,1256000.0,22/04/2017
170.0,2012.0,0.0,3/11 Fielding St,3013.0,3,1120000.0,22/04/2017
220.0,2007.0,2.0,2C Castlemaine St,3013.0,3,1425000.0,29/04/2017
85.0,1920.0,2.0,40 Kingston St,3013.0,3,872500.0,29/04/2017
140.0,1920.0,1.0,46 MacKay St,3013.0,4,1455000.0,29/04/2017
54.0,1970.0,1.0,12/35 Princess St,3013.0,1,331000.0,29/04/2017
210.68,2002.0,2.0,10 Salisbury St,3013.0,3,950000.0,29/04/2017
98.0,1900.0,0.0,132 Vere St,3067.0,3,1000000.0,8/04/2017
86.0,2013.0,1.0,6/205 Gipps St,3067.0,2,870000.0,20/05/2017
128.0,1890.0,0.0,24 Cooke St,3067.0,2,1050000.0,29/04/2017
98.0,1940.0,1.0,198 Gipps St,3067.0,2,1242000.0,29/04/2017
114.0,1888.0,0.0,22 Lulie St,3067.0,3,1165000.0,29/04/2017
,1950.0,1.0,48 Bedford St,3042.0,3,872500.0,8/04/2017
136.0,2008.0,2.0,33 Green St,3042.0,3,720000.0,8/04/2017
,,1.0,25 Clydesdale Rd,3042.0,3,985000.0,29/04/2017
217.0,1960.0,1.0,67 Halsey Rd,3042.0,3,510000.0,29/04/2017
92.0,2009.0,1.0,2/80 Hawker St,3042.0,2,480000.0,29/04/2017
128.0,1951.0,5.0,26 Wyalong St,3020.0,3,800000.0,8/04/2017
88.0,1970.0,1.0,1/141 Anderson Rd,3020.0,2,420000.0,13/05/2017
,,2.0,76 Forrest St,3020.0,3,700000.0,13/05/2017
129.0,2013.0,2.0,2/36 Selwyn St,3020.0,3,580000.0,13/05/2017
35.0,1970.0,1.0,1/121 Anderson Rd,3020.0,1,200000.0,20/05/2017
140.0,,3.0,67 Norwood St,3020.0,3,621000.0,20/05/2017
129.0,2000.0,1.0,2/62 Selwyn St,3020.0,3,600000.0,20/05/2017
,,2.0,7 Cowra St,3018.0,3,840000.0,8/04/2017
201.0,1980.0,4.0,196 Blyth St,3018.0,5,1480000.0,13/05/2017
,,2.0,2/214 Queen St,3018.0,2,600000.0,20/05/2017
,2009.0,2.0,3/8 Rayner St,3018.0,2,597500.0,22/04/2017
,,2.0,12 Kookaburra St,3018.0,3,1165000.0,29/04/2017
,,2.0,13 Linnet St,3018.0,4,1295000.0,29/04/2017
,,1.0,53 Gloucester Rd,3147.0,2,1450000.0,8/04/2017
,,2.0,2a Liberator St,3147.0,2,925000.0,8/04/2017
244.0,2016.0,2.0,23 Solway St,3147.0,4,2220000.0,13/05/2017
,,2.0,24 Baird St,3147.0,3,1912500.0,22/04/2017
,,2.0,11 Poulter St,3147.0,4,2085000.0,29/04/2017
,,1.0,10A Head St,3103.0,3,1380000.0,8/04/2017
,,2.0,2/15 Pryton Ct,3103.0,2,825000.0,20/05/2017
,,1.0,12 Power St,3103.0,3,1670000.0,22/04/2017
178.0,2005.0,1.0,27A Yerrin St,3103.0,3,1680000.0,22/04/2017
156.0,1950.0,2.0,6 Millers Rd,3012.0,2,1005000.0,22/04/2017
,1993.0,2.0,1/2 Drummond St,3053.0,3,1520000.0,8/04/2017
90.0,1860.0,1.0,2/100 Keppel St,3053.0,2,960000.0,20/05/2017
110.0,2000.0,1.0,11/108 Elgin St,3053.0,2,995000.0,22/04/2017
51.0,2009.0,1.0,20/264 Drummond St,3053.0,1,490000.0,29/04/2017
,,1.0,10/3 Lytton St,3053.0,2,500000.0,29/04/2017
217.0,1956.0,2.0,39 Durham St,3084.0,4,1750000.0,20/05/2017
,1930.0,2.0,121 The Righi,3084.0,5,2710000.0,29/04/2017
,,1.0,402/166 Wellington Pde,3002.0,1,503000.0,8/04/2017
,,1.0,4/24 Hotham St,3002.0,2,810000.0,13/05/2017
,1970.0,2.0,127 Gipps St,3002.0,4,4275000.0,20/05/2017
,,1.0,39/2 Gordon St,3185.0,1,385000.0,8/04/2017
145.0,1995.0,2.0,9/39 Horne St,3185.0,3,850000.0,8/04/2017
97.0,1960.0,1.0,8/37 Victoria St,3185.0,2,740000.0,8/04/2017
,1912.0,2.0,24 Clarence St,3185.0,3,1940000.0,20/05/2017
,,1.0,4/34 Horne St,3185.0,2,595000.0,29/04/2017
76.0,1968.0,1.0,3/33 St Georges Rd,3185.0,2,632500.0,29/04/2017
,1970.0,1.0,4/88 Addison St,3184.0,2,687000.0,8/04/2017
125.0,2008.0,2.0,12/10 Docker St,3184.0,2,1260000.0,8/04/2017
,1970.0,1.0,9/457 St Kilda St,3184.0,2,695000.0,8/04/2017
,,1.0,8/89 Addison St,3184.0,3,950000.0,13/05/2017
39.5,1959.0,0.0,7/282 Barkly St,3184.0,1,360000.0,13/05/2017
,,2.0,9 Kendall St,3184.0,3,1875000.0,13/05/2017
,1960.0,0.0,6/5 Alfriston St,3184.0,2,642000.0,20/05/2017
138.0,1900.0,1.0,23 Byron St,3184.0,3,1520000.0,20/05/2017
,1910.0,1.0,13 Cyril St,3184.0,5,2275000.0,20/05/2017
92.0,2001.0,2.0,14/125 Ormond Rd,3184.0,2,800000.0,20/05/2017
76.0,1960.0,1.0,6/53 Tennyson St,3184.0,2,500000.0,20/05/2017
53.0,2002.0,1.0,102/95 Ormond Rd,3184.0,1,490000.0,29/04/2017
157.0,1945.0,2.0,10 Cowper St,3041.0,4,1291000.0,8/04/2017
,,1.0,3 Madden St,3041.0,2,810000.0,20/05/2017
,1970.0,1.0,5/15 Bulla Rd,3041.0,2,415500.0,22/04/2017
136.0,1990.0,1.0,60 Argyle St,3065.0,2,1100000.0,8/04/2017
117.0,1999.0,2.0,29 Bell St,3065.0,2,1350000.0,8/04/2017
,,1.0,320/416 Gore St,3065.0,2,600000.0,8/04/2017
110.0,1900.0,0.0,28 Greeves St,3065.0,2,1350000.0,13/05/2017
,,1.0,7B Hargreaves St,3065.0,3,2725000.0,13/05/2017
,2000.0,1.0,322 Young St,3065.0,2,1050000.0,20/05/2017
,2006.0,2.0,10/59 Young St,3065.0,3,1326000.0,20/05/2017
,1900.0,0.0,233 Gore St,3065.0,2,1200000.0,29/04/2017
,,1.0,503/185 Rose St,3065.0,2,681500.0,29/04/2017
168.0,2010.0,1.0,3 Birk Ct,3043.0,3,680000.0,8/04/2017
,,2.0,3 Daffodil Ct,3043.0,3,741000.0,8/04/2017
170.0,2003.0,2.0,7 Adelaide Bvd,3043.0,4,990000.0,13/05/2017
265.0,2010.0,3.0,13 Gowanbrae Dr,3043.0,4,970000.0,29/04/2017
105.23,1970.0,2.0,81 Johnstone St,3047.0,3,485000.0,8/04/2017
,,2.0,17 Bannister St,3047.0,4,618000.0,20/05/2017
,,2.0,49a Spence St,3042.0,3,616000.0,22/04/2017
150.0,1980.0,2.0,7 Zagreb Ct,3042.0,3,773000.0,29/04/2017
,,1.0,303/62 Altona St,3031.0,1,355000.0,8/04/2017
46.0,2000.0,1.0,20 Bradfield La,3031.0,1,425000.0,8/04/2017
70.0,2012.0,1.0,217/71 Henry St,3031.0,2,535000.0,8/04/2017
86.0,2000.0,1.0,10/2 Howlett St,3031.0,2,500000.0,8/04/2017
73.0,2011.0,1.0,9/11 Smith St,3031.0,2,525000.0,13/05/2017
,,0.0,16 Altona St,3031.0,2,1110000.0,20/05/2017
101.0,1997.0,1.0,4/26 Barnett St,3031.0,3,917500.0,20/05/2017
,2012.0,1.0,109/18 Bent St,3031.0,2,730000.0,20/05/2017
,,0.0,2/2 McCracken St,3031.0,2,811000.0,20/05/2017
,,1.0,23 Wakefield St,3031.0,3,1190000.0,20/05/2017
,,0.0,33 Chelmsford St,3031.0,2,903000.0,22/04/2017
125.0,2003.0,1.0,41 Kensington Rd,3031.0,3,902500.0,22/04/2017
,,1.0,33 McCracken St,3031.0,4,1817000.0,22/04/2017
,1975.0,1.0,2/75 McCracken St,3031.0,2,528000.0,22/04/2017
,,0.0,420 Arden St,3031.0,2,1000000.0,29/04/2017
,,1.0,310/71 Henry St,3031.0,1,380000.0,29/04/2017
,,1.0,33 McCracken St,3031.0,4,1817000.0,29/04/2017
,,0.0,26 Canterbury Rd,3206.0,3,1420000.0,8/04/2017
,1900.0,1.0,81 Carter St,3206.0,2,1335000.0,8/04/2017
80.0,1900.0,0.0,158 Neville St,3206.0,2,1300000.0,8/04/2017
,,2.0,84 Hambleton St,3206.0,4,2860000.0,20/05/2017
,,0.0,129 Hambleton St,3206.0,3,1630000.0,29/04/2017
146.0,1890.0,1.0,23 Nimmo St,3206.0,3,2250000.0,29/04/2017
,,1.0,6 Cooma St,3189.0,2,1035000.0,8/04/2017
,1956.0,2.0,28 Grandview Gr,3189.0,3,1321000.0,8/04/2017
101.0,2001.0,1.0,3/29 Fiddes St,3189.0,2,742500.0,13/05/2017
104.0,1970.0,2.0,239 Chesterville Rd,3189.0,3,860000.0,22/04/2017
245.0,1900.0,1.0,41 Chapman St,3051.0,3,2161000.0,13/05/2017
95.0,1968.0,1.0,5 Murphy St,3051.0,3,1485000.0,20/05/2017
65.0,1890.0,0.0,649 Queensberry St,3051.0,2,940000.0,29/04/2017
132.0,1960.0,1.0,8 Lido Ct,3167.0,3,770000.0,8/04/2017
,1950.0,2.0,272 Warrigal Rd,3167.0,3,985100.0,8/04/2017
161.0,1950.0,4.0,4 Dalgan St,3167.0,4,1410000.0,13/05/2017
,,2.0,2/15 Golf Rd,3167.0,3,815000.0,13/05/2017
146.0,1950.0,4.0,2 Kaybrook Ct,3167.0,3,1042500.0,22/04/2017
,,2.0,7A Brunel St,3015.0,3,815000.0,13/05/2017
,1970.0,1.0,2/17 Greene St,3015.0,2,321000.0,13/05/2017
,,0.0,63 Saltley St,3015.0,3,995000.0,20/05/2017
,,3.0,14 Vernon St,3015.0,3,1290000.0,20/05/2017
,1970.0,1.0,2/17 Greene St,3015.0,2,300000.0,22/04/2017
,,1.0,2402/163 City Rd,3006.0,2,505000.0,8/04/2017
75.0,1998.0,1.0,4/5 Miles St,3006.0,2,595000.0,8/04/2017
79.0,1995.0,1.0,51/88 Wells St,3006.0,2,580000.0,8/04/2017
70.0,1994.0,1.0,9/120 Sturt St,3006.0,2,580000.0,13/05/2017
,,3.0,50 Hick St,3015.0,3,1320000.0,8/04/2017
37.0,1980.0,1.0,4/36 Robert St,3015.0,1,380000.0,8/04/2017
115.0,1900.0,0.0,14 Robb St,3015.0,3,1100000.0,13/05/2017
120.0,2003.0,1.0,1/39 Stephenson St,3015.0,3,660000.0,22/04/2017
,,1.0,7/49 Bruce St,3142.0,2,867000.0,8/04/2017
,,1.0,18/76 Mathoura Rd,3142.0,1,552000.0,8/04/2017
105.0,1960.0,1.0,9/723 Orrong Rd,3142.0,2,655000.0,8/04/2017
94.0,1940.0,1.0,5/3 Tahara Rd,3142.0,3,840000.0,8/04/2017
119.0,1990.0,2.0,2/619 Toorak Rd,3142.0,2,1010000.0,8/04/2017
,,0.0,1/48 Mathoura Rd,3142.0,2,650000.0,13/05/2017
,1950.0,1.0,4 Leighton Ct,3142.0,3,2400000.0,20/05/2017
,,2.0,680 Orrong Rd,3142.0,4,3600000.0,20/05/2017
,1970.0,1.0,6/696 Orrong Rd,3142.0,2,750000.0,20/05/2017
,,1.0,73/145 Canterbury Rd,3142.0,1,247500.0,22/04/2017
131.0,1970.0,1.0,32/637 Orrong Rd,3142.0,3,1320000.0,29/04/2017
,1980.0,2.0,4/5 Selwyn Ct,3142.0,3,922500.0,29/04/2017
,,1.0,14/3 Struan St,3142.0,2,760000.0,29/04/2017
,1979.0,1.0,5/46 Kororoit Creek Rd,3016.0,2,546000.0,8/04/2017
